Nombre,Estado,Canal,Teléfono 1,Email,Web,Notas,Ciudad,Carencias,Nº actividades,Oportunidad,Mensaje de contacto,Fecha primer contacto,Linkedin,Número de actividades,Creada,Actividades,Fuente de adquisición,Fecha seguimiento,Responsable,Actividades1,Último seguimiento,Días sin contacto,🚨 Lead Atrasado,Ventas,Mes y año
Advance Interiorismo,Contactado,Email,958 260 000,info@advanceinteriorismo.com,advanceinteriorismo.com,,Granada,Sin SEO. Sin casos de proyecto documentados en blog. Sin formulario de captación que cualifique leads.,1,,,,,1,19/5/2026 4:54pm,Advance Interiorismo - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
Escuela Flamenca Mariquilla,Contactado,Email,958 292 310,mariquilladanza@hotmail.com,mariquilla.com,,Granada,Email de Hotmail. Web muy desactualizada. Sin preinscripción online. No atrae alumno internacional.,1,,,,,1,19/5/2026 4:54pm,Escuela Flamenca Mariquilla - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
Cocobolo Interiorismo,Contactado,Email,633 444 717,cocobolointeriorismo@gmail.com,cocobolointeriorismo.com,,Granada,Email de Gmail. Sin email profesional. Sin formulario que cualifique el proyecto y presupuesto del cliente.,1,,,,,1,19/5/2026 4:54pm,Cocobolo Interiorismo - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
Clínica Veterinaria Salón,Contactado,Email,611 156 511,clinicaveterinariasalon@gmail.com,clinicaveterinariasalon.es,,Granada,Email de Gmail. Sin citas online. Clientes tienen que llamar en horario de consulta.,1,,,,,1,19/5/2026 4:54pm,Clínica Veterinaria Salón - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
Gestoría Gispegra,Contactado,Email,958 124 636,gispegra@economistas.org,gestoriagispegra.com,,Granada,Web estática sin respuestas a preguntas frecuentes. Sin chatbot. Sin captación automatizada de leads.,1,,,,,1,19/5/2026 4:54pm,Gestoría Gispegra - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
IMG Creativos,Contactado,Email,615 108 676,info@imgcreativos.es,imgcreativos.es,,Granada,Sin seguimiento automático de presupuestos enviados. Pierde clientes por falta de seguimiento post-consulta.,1,,,,,1,19/5/2026 4:54pm,IMG Creativos - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
Gestoría Luvic,Contactado,Email,958 372 729,info@gestorialuvic.com,gestorialuvic.es,Elisabeth,Granada,Onboarding de nuevos clientes 100% manual. Sin recogida automatizada de documentos. Tiempo perdido en idas y venidas.,1,,,,,1,19/5/2026 4:54pm,Gestoría Luvic - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
Sulá Pilates,Contactado,Email,671 158 592,info@sulapilates.com,sulapilates.com,,Granada,Solo en castellano. Pierde clientes internacionales del Realejo. Sin SEO en inglés.,1,,,,,1,19/5/2026 4:54pm,Sulá Pilates - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
Kore Studio Pilates,Contactado,Email,629 707 319,info@korestudiopilates.es,korestudiopilates.es,,Granada,Sin SEO específico para pilates con máquinas. Sin onboarding automatizado de nuevos alumnos.,1,,,,,1,19/5/2026 4:54pm,Kore Studio Pilates - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
IML Granada,Contactado,Email,958 225 898,info@imlgranada.com,imlgranada.com,,Granada,Web muy antigua (desde 1954). Sin matrícula online. Sin respuesta automática. No conecta con alumnos jóvenes.,1,,,,,1,19/5/2026 4:54pm,IML Granada - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
DTR Studio,Contactado,Email,958 222 957,dtr@dtr-studio.es,dtr-studio.es,,Granada,Sin funnel bilingüe. Tráfico internacional sin sistema de captación. Sin seguimiento automático de leads.,1,,,,,1,19/5/2026 4:54pm,DTR Studio - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
Diana Luján Fotografía,Contactado,Email,609 303 055,dianalujanfotografia@hotmail.com,dianalujanfoto.com,,Granada,Email de Hotmail resta profesionalidad. Sin respuesta automática. Imagen no está a la altura del trabajo.,1,,,,,1,19/5/2026 4:54pm,Diana Luján Fotografía - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
Miguel Moba Fotógrafo,Contactado,Email,653 477 679,info@miguelmoba.com,miguelmoba.com,,Granada,Sin SEO para bodas en localizaciones concretas de Granada. Depende de recomendaciones para nuevos clientes.,1,,,,,1,19/5/2026 4:54pm,Miguel Moba Fotógrafo - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
Fran Ménez Fotógrafo,Contactado,Email,652 592 145,franmenez@franmenez.com,franmenez.com,Fran,Granada,Sin SEO por localizaciones de boda en Granada. Sin respuesta automática a presupuestos. Depende del boca a boca.,1,,,,,1,19/5/2026 4:54pm,Fran Ménez Fotógrafo - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
MJ Asesores,Contactado,Email,958 076 152,grupo@mjasesores.es,mjasesores.es,,Granada,Sin chatbot para resolver dudas frecuentes. Sin pre-cualificación automática de clientes. Sin lead nurturing.,1,,,,,1,19/5/2026 4:54pm,MJ Asesores - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
Inmobiliaria Gestión Granada,Contactado,Email,958 272 727,info@inmobiliariagestiongranada.com,inmobiliariagestiongranada.com,,Granada,Sin seguimiento automático de leads. Pierde compradores que no reciben respuesta en 30 minutos.,1,,,,,1,19/5/2026 4:54pm,Inmobiliaria Gestión Granada - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
Clínica Argos Veterinaria,Contactado,Email,958 412 003,contacto@argosveterinaria.com,argosveterinaria.com,,Maracena (Granada),Dos clínicas sin recordatorios automáticos de vacunas y revisiones. Pierde visitas recurrentes.,1,,,,,1,19/5/2026 4:54pm,Clínica Argos Veterinaria - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
ARTECSO Arquitectura e Ingeniería,Contactado,Email,958 973 935,info@artecso.es,artecso.es,,Granada,Sin blog ni SEO local. No aparece en búsquedas de arquitecto en Granada. Sin captación de leads.,1,,,,,1,19/5/2026 4:54pm,ARTECSO Arquitectura e Ingeniería - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
Violón Alminares,Contactado,Email,958 133 662,info@violonalminares.com,violonalminares.com,,Granada,Sin herramienta de valoración online. No capta propietarios que buscan tasación antes de llamar.,1,,,,,1,19/5/2026 4:54pm,Violón Alminares - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
Be English Granada,Contactado,Email,958 056 506,info@be-english.es,be-english.es,,Granada,Sin respuesta automática a consultas. Sin sistema de clase de prueba online. Pierde alumnos que no reciben respuesta rápida.,1,,,,,1,19/5/2026 4:54pm,Be English Granada - Email,,,,19/5/2026,19/5/2026,22,,,May 2026
Escuela de Danza Lucía Guarnido,Contactado,Email,958 255 662,info@luciaguarnido.com,luciaguarnido.com,,Granada,Gestión 100% manual por la propia Lucía. Sin sistema de reserva de clases. Sin recordatorios automáticos.,1,,,,,1,19/5/2026 4:54pm,Escuela de Danza Lucía Guarnido - Email,,,,20/5/2026,20/5/2026,21,,,May 2026
Fisioterapia Mila Mesas - Centro de Fisioterapia y Shiatsu en Granada,Pendiente,,,milamesas12@gmail.com,https://fisioterapiamilagranada.es/?utm_source=googlemybusiness,,granada,,0,,,,,0,19/5/2026 4:43pm,,,,Ana,,,,,,May 2026
Fisioterapia Granada | ACTIVA GRANADA,Pendiente,,,fisioterapiaactivagranada@gmail.com,https://fisioterapiaactivagranada.es/,,granada,,0,,,,,0,19/5/2026 4:42pm,,,,Ana,,,,,,May 2026
Fisioterapia Granada | Higea Fisioterapia,Pendiente,,,higeafisioterapiagr@gmail.com,https://higeafisio.es/,,granada,,0,,,,,0,19/5/2026 4:42pm,,,,Ana,,,,,,May 2026
Fisioterapia Valenza,Pendiente,Llamada,958 262 362,,fisioterapiavalenza.es,,,,0,,,,,0,16/5/2026 2:10am,,,,,,,,,,May 2026
Fisioterapia Zaidín,Contactado,Email,644 38 51 16,contacto@fisioterapiazaidin.es,fisioterapiazaidin.es,,,,1,,,,,1,16/5/2026 2:08am,Fisioterapia Zaidín - Email,,,,18/5/2026,18/5/2026,23,,,May 2026
Impulsa Fisioterapia,Contactado,Email, 656 635 171,info@impulsafisioterapia.com,mpulsafisioterapia.com ,,,,1,,,,,1,16/5/2026 2:07am,Impulsa Fisioterapia - Email,,,,18/5/2026,18/5/2026,23,,,May 2026
Fisioterapia y Osteopatía del Sur,Contactado,Email,626 072 031,fisiocrp@gmail.com,fisioterapiayosteopatiadelsur.com,,,,1,,,,,1,16/5/2026 2:05am,Fisioterapia y Osteopatía del Sur - Email,,,,18/5/2026,18/5/2026,23,,,May 2026
CIRTEMA Granada,Contactado,Email, 675 806 046,cirtemagranada@gmail.com,cirtemagranada.com,,,,1,,,,,1,16/5/2026 2:03am,CIRTEMA Granada - Email,,,,18/5/2026,18/5/2026,23,,,May 2026
FisioClínica Carlos Molina,Contactado,Email,606 23 18 88,hola@fisioclinicacm.es,fisioclinicacm.es,,,,1,,,,,1,16/5/2026 2:01am,FisioClínica Carlos Molina - Email,,,,18/5/2026,18/5/2026,23,,,May 2026
Clínica Bonadea,Contactado,Email,610 39 69 23,info@clinicabonadea.com,clinicabonadea.com,,,,1,,,,,1,16/5/2026 1:59am,Clínica Bonadea - Email,,,,18/5/2026,18/5/2026,23,,,May 2026
FisioGallardo,Contactado,Email,618 436 885,info@fisiogallardo.com,fisiogallardo.com,,,,1,,,,,1,16/5/2026 1:57am,FisioGallardo - Email,,,,18/5/2026,18/5/2026,23,,,May 2026
Manuel Cuenca Fisioterapia,Pendiente,Email,670 839 468,info@manuelcuencafisioterapia.com,manuelcuencafisioterapia.com,,,,1,,,,,1,15/5/2026 7:16pm,Manuel Cuenca Fisioterapia - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Clínica Veterinaria Granada,Pendiente,Llamada,640 80 52 14,vetergranada@cvgranada.com,cvgranada.com ,,,,1,,,,,1,15/5/2026 1:03pm,Clínica Veterinaria Granada - Llamada,,,,15/5/2026,15/5/2026,26,,,May 2026
Granada Psique,Pendiente,Email,693 701 737,contacto@granadapsique.com,granadapsique.com,,,,0,,,,,0,15/5/2026 12:59pm,,,,,,,,,,May 2026
Alarcón Psicólogos,No lo coge,Llamada,640 66 79 50,,alarconpsicologos.com,,,,1,,,,,1,15/5/2026 12:53pm,Alarcón Psicólogos - Llamada,,,,15/5/2026,15/5/2026,26,,,May 2026
Centro Logopeda Granada,Contactado,Email,644 154 028,info@centrologopeda.com,centrologopeda.com ,,,,1,,,,,1,15/5/2026 12:19pm,Centro Logopeda Granada - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Logofon Logopedia,Perdido,Llamada,649 972 773,hola@logopedaengranada.com,https://logopedaengranada.com/,"No lo veo
",,,2,,,,,2,15/5/2026 12:18pm,"Logofon Logopedia - Email,Logofon Logopedia - Llamada",,,,18/5/2026,18/5/2026,23,,,May 2026
HABLA Logopedia,Perdido,Llamada,644 55 44 98,tulogopedaengranada@gmail.com,tulogopedaengranada.com,Carmen,,,2,,,,,2,15/5/2026 12:17pm,"HABLA Logopedia - Email,HABLA Logopedia - Llamada",,,,18/5/2026,18/5/2026,23,,,May 2026
Clínica Esfera Logopedia,Contactado,Llamada,958 20 98 19,contacto@esferagranada.es,https://esferagranada.es/conocenos/,"Noemí. Enviar correo con información
",,,3,,,,,3,15/5/2026 12:15pm,"Clínica Esfera Logopedia - Email,Clínica Esfera Logopedia - Llamada,Clínica Esfera Logopedia - Email",,,,19/5/2026,19/5/2026,22,,,May 2026
FotoBoda Granada,Pendiente,Llamada,958 127 942,info@fotoboda.org,fotoboda.org,,,,1,,,,,1,15/5/2026 12:14pm,FotoBoda Granada - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Pablo Castro Fotografía,Pendiente,Llamada,673 282 188,pablocastrofotografia@gmail.com,pablocastrofotografia.com,,,,1,,,,,1,15/5/2026 12:13pm,Pablo Castro Fotografía - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Numen Granada Fotografía,Contactado,Email,624 139 195,numengranada@gmail.com,numengranada.com,,,,1,,,,,1,15/5/2026 12:12pm,Numen Granada Fotografía - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Ángel Blanco Fotógrafos,Contactado,Email,958 133 170,contacto@angelblancofotografos.es,angelblancofotografos.es,,,,1,,,,,1,15/5/2026 12:11pm,Ángel Blanco Fotógrafos - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Óptica PTS Granada,Contactado,Email,958 164 311,opticapts@vistaoptica.com,opticapts.es,,,,1,,,,,1,15/5/2026 12:10pm,Óptica PTS Granada - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Óptica Entregafas,Contactado,Email,958 966 431,info@entregafas.com,entregafas.com,,,,1,,,,,1,15/5/2026 12:09pm,Óptica Entregafas - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Clínica Veterinaria Campus,Contactado,Email,958 992 433,info@cvcampus.com,veterinariogranada.com,,,,1,,,,,1,15/5/2026 12:07pm,Clínica Veterinaria Campus - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Clínica Salus Granada,Contactado,Email,640 031 833,info@clinica-salus.com,info@clinica-salus.com,,,,1,,,,,1,15/5/2026 12:06pm,Clínica Salus Granada - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Podología Elena García,Contactado,Email,659 69 40 70,podologiaelenagarcia@gmail.com,podologiaelenagarcia.com ,,,,1,,,,,1,15/5/2026 12:04pm,Podología Elena García - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Dr. Andrés Gallo Erena,Contactado,Email,,andresgalloe@gmail.com,mediconutricionistagalloerena.com,,,,1,,,,,1,15/5/2026 12:03pm,Dr. Andrés Gallo Erena - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Centro Ángela Moreno,Contactado,Email,617 847 937,info@angelamorenonutricion.com,angelamorenonutricion.com,,,,1,,,,,1,15/5/2026 12:01pm,Centro Ángela Moreno - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Mayte García Nutrición,Contactado,Email,665 217 152,nfo@maytegarcianutricion.com,maytegarcianutricion.com,,,,1,,,,,1,15/5/2026 12:00pm,Mayte García Nutrición - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Nuria Romero Nutricionista,Contactado,Email,,nuriaromeronutricionista@gmail.com,,,,,1,,,,,1,15/5/2026 11:58am,Nuria Romero Nutricionista - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
TorresCollados Abogados,Pendiente,,625 58 22 38,,https://www.torrescolladosabogados.com,,,Sin email visible · Sin chatbot IA · Sin automatizaciones de captación de consultas,0,MEDIA,"Hola, soy [Tu nombre] y trabajo con despachos de abogados en Granada. Tenéis blog, redes y formulario de cita — buena base. Lo que falta es un chatbot de IA que atienda al cliente potencial fuera de horario y lo cualifique antes de que llegue a vosotros. ¿Hablamos?",,"Hola, soy [Tu nombre] y trabajo con despachos de abogados en Granada. Tenéis blog, redes y formulario de cita — buena base. Lo que falta es un chatbot de IA que atienda al cliente potencial fuera de horario y lo cualifique antes de que llegue a vosotros. ¿Hablamos?",0,6/5/2026 4:22pm,,,,,,,,,,May 2026
Agatha Beauty,Pendiente,,958 20 06 01,,https://agatha.beauty,,,Sin email visible · Sin redes sociales visibles en web · Sin automatizaciones de fidelización,0,MEDIA,"Hola, me llamo [Tu nombre] y ayudo a centros de estética en Granada. Tenéis citas online y buena oferta de servicios. Lo que potenciaría vuestros resultados es un sistema de seguimiento post-visita — mensajes automáticos que recuerdan la próxima cita, ofrecen bonos y piden reseñas en Google. ¿Os cuento más?",,"Hola, me llamo [Tu nombre] y ayudo a centros de estética en Granada. Tenéis citas online y buena oferta de servicios. Lo que potenciaría vuestros resultados es un sistema de seguimiento post-visita — mensajes automáticos que recuerdan la próxima cita, ofrecen bonos y piden reseñas en Google. ¿Os cuento más?",0,6/5/2026 4:22pm,,,,,,,,,,May 2026
Bavilon Hair Studio,Pendiente,,858 99 80 92 ,,https://www.bavilonhair.com,,,Sin teléfono visible · Sin email público · Sin redes sociales visibles · Sin blog ni SEO,0,ALTA,"Hola, me llamo [Tu nombre] y trabajo con peluquerías en Granada. He visitado vuestra web y, aunque tenéis reservas online, no encuentro teléfono, email ni redes — eso dificulta la confianza del cliente nuevo. Una web actualizada + Instagram activo + reseñas en Google automáticas marcaría una gran diferencia en vuestra captación. ¿Hablamos esta semana?",,"Hola, me llamo [Tu nombre] y trabajo con peluquerías en Granada. He visitado vuestra web y, aunque tenéis reservas online, no encuentro teléfono, email ni redes — eso dificulta la confianza del cliente nuevo. Una web actualizada + Instagram activo + reseñas en Google automáticas marcaría una gran diferencia en vuestra captación. ¿Hablamos esta semana?",0,6/5/2026 4:22pm,,,,,,,,,,May 2026
Vital Centro de Entrenamiento,Contactado,Llamada,644 08 14 01,,https://www.vitalgranada.com,"Dueño: Victoriano
",,Sin teléfono visible · Sin email visible · Presencia digital básica · Sin automatizaciones,1,ALTA,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento en Granada. He visitado vuestra web y veo que tenéis buena propuesta, pero la información de contacto es muy limitada — eso dificulta que os lleguen nuevos clientes online. Con web actualizada, teléfono visible y sistema de captación automática de leads, podríais llenar vuestra agenda sin depender del boca a boca. ¿Hablamos esta semana?",,"Hola, soy [Tu nombre] y trabajo con centros de entrenamiento en Granada. He visitado vuestra web y veo que tenéis buena propuesta, pero la información de contacto es muy limitada — eso dificulta que os lleguen nuevos clientes online. Con web actualizada, teléfono visible y sistema de captación automática de leads, podríais llenar vuestra agenda sin depender del boca a boca. ¿Hablamos esta semana?",1,6/5/2026 4:22pm,Vital Centro de Entrenamiento - Llamada,,,,18/5/2026,18/5/2026,23,,,May 2026
BS Estilistas,Contactado,Email,958 25 18 48,hola@bsestilistas.com,https://bsestilistas.es,,hola@bsestilistas.com,Sin chatbot IA · Sin automatizaciones de captación nupcial,0,BAJA,"Hola, soy [Tu nombre] y ayudo a peluquerías especializadas en bodas en Granada. Tenéis presencia muy cuidada y especialización clara. Lo que potenciaría vuestras reservas es un chatbot de IA que capture a la novia desde el primer contacto y lleve todo el seguimiento hasta el día de la boda automáticamente. ¿Os cuento cómo?",9/5/2026,"Hola, soy [Tu nombre] y ayudo a peluquerías especializadas en bodas en Granada. Tenéis presencia muy cuidada y especialización clara. Lo que potenciaría vuestras reservas es un chatbot de IA que capture a la novia desde el primer contacto y lleve todo el seguimiento hasta el día de la boda automáticamente. ¿Os cuento cómo?",0,6/5/2026 4:22pm,,,,,,,,,,May 2026
Fisioterapia Granada,Contactado,Email,858 984 060,info@fisioterapia-granada.es,https://fisioterapia-granada.es,,info@fisioterapia-granada.es,Sin citas online · Sin recordatorios automáticos · Sin chatbot IA,1,ALTA,"Hola, soy [Tu nombre] y me dedico a ayudar a centros de fisioterapia a automatizar la gestión de pacientes. Tenéis buen blog y presencia en redes, pero sin citas online perdéis pacientes que llegan fuera de horario. Un sistema de reservas automáticas con recordatorios por WhatsApp os llenaría la agenda sin esfuerzo manual. ¿Hablamos?",9/5/2026,"Hola, soy [Tu nombre] y me dedico a ayudar a centros de fisioterapia a automatizar la gestión de pacientes. Tenéis buen blog y presencia en redes, pero sin citas online perdéis pacientes que llegan fuera de horario. Un sistema de reservas automáticas con recordatorios por WhatsApp os llenaría la agenda sin esfuerzo manual. ¿Hablamos?",1,6/5/2026 4:22pm,Fisioterapia Granada - Email,,,,15/5/2026,15/5/2026,26,,,May 2026
Pozo Abogados & Asociados,Contactado,Email,618 619 922,consultas@pozoabogadosasociados.com,https://pozoabogadosasociados.com,,consultas@pozoabogadosasociados.com,Sin chatbot IA 24h · Automatizaciones de urgencias mejorables,2,BAJA,"Hola, me llamo [Tu nombre] y ayudo a despachos de abogados. Tenéis presencia muy avanzada — video consultas, blog activo. El único añadido interesante sería un chatbot de IA para el primer filtro de urgencias nocturnas. ¿Os interesa explorar esa posibilidad?",9/5/2026,"Hola, me llamo [Tu nombre] y ayudo a despachos de abogados. Tenéis presencia muy avanzada — video consultas, blog activo. El único añadido interesante sería un chatbot de IA para el primer filtro de urgencias nocturnas. ¿Os interesa explorar esa posibilidad?",2,6/5/2026 4:22pm,"Pozo Abogados & Asociados - Email,Pozo Abogados & Asociados - Email",,,,15/5/2026,15/5/2026,26,,,May 2026
